2025-03-03,Seoul,81
2025-03-03,Busan,105
2025-03-03,Daegu,63
2025-03-03,Incheon,81
2025-03-04,Seoul,39
2025-03-04,Busan,87
2025-03-04,Daegu,100
2025-03-04,Incheon,43
2025-03-05,Seoul,57
2025-03-05,Busan,118
2025-03-05,Daegu,71
2025-03-05,Incheon,96
2025-03-06,Seoul,30
2025-03-06,Busan,69
2025-03-06,Daegu,37
2025-03-06,Incheon,91
2025-03-07,Seoul,111
2025-03-07,Busan,112
2025-03-07,Daegu,79
2025-03-07,Incheon,109
2025-03-08,Seoul,78
2025-03-08,Busan,40
2025-03-08,Daegu,58
2025-03-08,Incheon,65
2025-03-09,Seoul,80
2025-03-09,Busan,53
2025-03-09,Daegu,69
2025-03-09,Incheon,33
2025-03-10,Seoul,40
2025-03-10,Busan,69
2025-03-10,Daegu,85
2025-03-10,Incheon,44
2025-03-11,Seoul,52
2025-03-11,Busan,83
2025-03-11,Daegu,44
2025-03-11,Incheon,117
2025-03-12,Seoul,70
2025-03-12,Busan,38
2025-03-12,Daegu,110
2025-03-12,Incheon,108
2025-03-13,Seoul,105
2025-03-13,Busan,87
2025-03-13,Daegu,63
2025-03-13,Incheon,118
2025-03-14,Seoul,49
2025-03-14,Busan,83
2025-03-14,Daegu,34
2025-03-14,Incheon,116
2025-03-15,Seoul,56
2025-03-15,Busan,88
2025-03-15,Daegu,63
2025-03-15,Incheon,78
2025-03-16,Seoul,85
2025-03-16,Busan,62
2025-03-16,Daegu,120
2025-03-16,Incheon,79
2025-03-17,Seoul,111
2025-03-17,Busan,78
2025-03-17,Daegu,30
2025-03-17,Incheon,87
2025-03-18,Seoul,38
2025-03-18,Busan,47
2025-03-18,Daegu,120
2025-03-18,Incheon,51
2025-03-19,Seoul,36
2025-03-19,Busan,97
2025-03-19,Daegu,41
2025-03-19,Incheon,68
2025-03-20,Seoul,39
2025-03-20,Busan,39
2025-03-20,Daegu,78
2025-03-20,Incheon,112
2025-03-21,Seoul,52
2025-03-21,Busan,64
2025-03-21,Daegu,104
2025-03-21,Incheon,87
2025-03-22,Seoul,73
2025-03-22,Busan,76
2025-03-22,Daegu,92
2025-03-22,Incheon,105
2025-03-23,Seoul,41
2025-03-23,Busan,82
2025-03-23,Daegu,95
2025-03-23,Incheon,71
2025-03-24,Seoul,87
2025-03-24,Busan,106
2025-03-24,Daegu,37
2025-03-24,Incheon,85
2025-03-25,Seoul,108
2025-03-25,Busan,112
2025-03-25,Daegu,93
2025-03-25,Incheon,39
2025-03-26,Seoul,115
2025-03-26,Busan,87
2025-03-26,Daegu,32
2025-03-26,Incheon,118
2025-03-27,Seoul,32
2025-03-27,Busan,69
2025-03-27,Daegu,45
2025-03-27,Incheon,83
2025-03-28,Seoul,106
2025-03-28,Busan,56
2025-03-28,Daegu,76
2025-03-28,Incheon,85
2025-03-29,Seoul,86
2025-03-29,Busan,44
2025-03-29,Daegu,66
2025-03-29,Incheon,78
2025-03-30,Seoul,120
2025-03-30,Busan,64
2025-03-30,Daegu,56
2025-03-30,Incheon,63
2025-03-31,Seoul,65
2025-03-31,Busan,65
2025-03-31,Daegu,111
2025-03-31,Incheon,74
2025-12-01,Seoul,32
2025-12-01,Busan,22
2025-12-01,Daegu,24
2025-12-01,Incheon,31
